Decile,Total_DL,Total_Data
1,206120016.0,223007069.0
1,150862694.0,194539661.0
4,448816555.0,490482856.0
8,752352839.0,781305022.0
5,512188232.0,565105221.0
4,445199488.0,484272703.0
4,383312640.0,418545640.0
1,128123049.0,168896883.0
1,179321432.0,205573520.0
3,340176055.0,383821387.0
9,811930753.0,858604930.0
7,678576242.0,712811733.0
8,788279748.0,832434785.0
9,794925412.0,847531110.0
9,814909129.0,872568581.0
0,55918463.0,94309086.0
8,776563357.0,819739989.0
1,151094106.0,200306441.0
0,92115183.0,130550735.0
2,231193973.0,268960139.0
1,159162173.0,211359420.0
9,808474206.0,867596420.0
7,614032171.0,672382319.0
6,579660931.0,626296951.0
5,532309026.0,556518535.0
6,546235456.0,586777409.0
0,64806596.0,96539162.0
2,249859969.0,291824178.0
0,58817667.0,120697135.0
7,647223428.0,685568412.0
9,809464410.0,838548858.0
2,275467863.0,323666735.0
9,840493316.0,887116523.0
7,672796671.0,702811939.0
7,667897880.0,708727037.0
2,243306616.0,278463736.0
8,754438985.0,793865196.0
5,504661446.0,544268466.0
2,267128462.0,294421820.0
0,59052658.0,77138126.0
1,147626369.0,174268617.0
2,287074322.0,322718850.0
8,784486840.0,829640882.0
0,94927346.0,156795258.0
7,667373776.0,699606364.0
7,667236783.0,705327907.0
6,554017880.0,608112757.0
4,459722030.0,495970707.0
6,546792289.0,606781359.0
4,463397149.0,492115020.0
4,424682909.0,475314260.0
5,478115395.0,520485947.0
7,673494027.0,707597320.0
5,464618659.0,506530261.0
4,446721897.0,491473075.0
0,131160053.0,153162570.0
7,694711000.0,726896750.0
0,49205839.0,84871222.0
2,270169415.0,305202200.0
0,26222254.0,77989144.0
3,345069751.0,385376118.0
8,788114910.0,828347035.0
0,46181373.0,76090400.0
8,764989811.0,815252039.0
1,197299982.0,235819651.0
4,421027361.0,476275762.0
9,834856397.0,869701381.0
4,461805365.0,480806921.0
3,330522112.0,368783285.0
5,476144873.0,509246948.0
9,842666218.0,894123276.0
3,343469551.0,380643439.0
1,156086606.0,201283234.0
4,460921133.0,479631968.0
0,96470957.0,146118530.0
7,675526133.0,741202121.0
1,184014041.0,235920632.0
6,555503901.0,597357321.0
7,631277439.0,702956753.0
9,818969755.0,858265619.0
9,875887831.0,898133264.0
6,589640026.0,630167935.0
9,861081105.0,909748631.0
6,553272625.0,602124034.0
2,231259454.0,260423620.0
5,494521959.0,515756449.0
3,314034738.0,373213135.0
7,652016378.0,696604048.0
5,503447104.0,532861195.0
6,635035192.0,661656234.0
3,316122059.0,361311833.0
7,688730246.0,728843366.0
2,269437310.0,324565479.0
4,370083161.0,412530110.0
2,234931820.0,257825094.0
2,214556350.0,262428807.0
7,632093195.0,674131159.0
7,652540945.0,696769178.0
9,840463713.0,866986380.0
3,361265168.0,399310153.0
7,656125571.0,677343565.0
3,311202085.0,369453778.0
5,467939632.0,505307284.0
6,598537794.0,616177726.0
6,584562409.0,637952131.0
4,428862188.0,463092182.0
2,209423626.0,261250149.0
5,456930095.0,509081860.0
2,271717672.0,310128451.0
4,418265552.0,448952013.0
7,656239084.0,710049260.0
3,337969920.0,359048122.0
6,594294247.0,637667896.0
3,335926446.0,374209796.0
0,33827907.0,76026421.0
6,575932212.0,632051489.0
9,832339963.0,866504593.0
2,282719239.0,319197056.0
8,766879436.0,817236514.0
6,568743573.0,613613554.0
4,394808176.0,419768696.0
5,535196521.0,558738671.0
9,855922298.0,889813762.0
8,735587975.0,786489781.0
8,779026294.0,814877344.0
9,825628465.0,886607433.0
9,815041899.0,870160365.0
5,463090945.0,500792399.0
2,220049003.0,258011535.0
5,508012115.0,546848252.0
9,809976991.0,854770660.0
2,288503124.0,317286159.0
1,162532208.0,193081083.0
1,197399781.0,232756431.0
8,720754452.0,770705728.0
4,438022639.0,477451557.0
0,72101020.0,102805068.0
8,784448789.0,823759940.0
6,591817767.0,635876579.0
5,461217545.0,520711519.0
0,57624229.0,89179841.0
1,170108674.0,218463316.0
6,592291893.0,627025312.0
3,327649714.0,387973708.0
4,407585377.0,445410088.0
3,329176223.0,366310539.0
5,493142629.0,528771842.0
6,583735134.0,618253663.0
1,191633667.0,221689766.0
9,827696903.0,878725605.0
4,452043274.0,485995952.0
0,70506294.0,117595148.0
9,780352512.0,841389254.0
0,68109380.0,111439433.0
4,371703353.0,423759614.0
8,758729113.0,797989462.0
3,339489888.0,375952429.0
4,376980372.0,418518216.0
8,786319114.0,828373939.0
8,751285748.0,794919246.0
0,55287945.0,68822258.0
0,68066702.0,124973926.0
5,514755769.0,560379919.0
0,85223166.0,118002353.0
8,734415512.0,779524592.0
9,802499942.0,844702885.0
4,431397330.0,483300453.0
4,424630960.0,472305005.0
2,272715972.0,321050686.0
4,450181184.0,472896804.0
8,781734608.0,826796674.0
6,535895092.0,588675231.0
2,230817619.0,276998921.0
0,104937815.0,156123232.0
0,89343681.0,132923492.0
4,377312414.0,419802898.0
3,310384834.0,328840151.0
0,105537990.0,157269179.0
3,331868889.0,367064302.0
6,578395008.0,602125520.0
1,150955558.0,191737027.0
3,358883797.0,386495535.0
0,77865468.0,121966112.0
0,56931211.0,76997942.0
3,338810197.0,402200776.0
4,424793106.0,469331895.0
9,821933832.0,850895852.0
9,822602748.0,855603059.0
9,858220807.0,907327655.0
3,324510650.0,346702580.0
6,567158190.0,582862865.0
1,133140679.0,189798210.0
3,329859088.0,356082519.0
7,668703026.0,720956290.0
9,844216605.0,887800233.0
8,745419365.0,795693699.0
9,817320026.0,860227121.0
7,672185409.0,731982358.0
7,703340847.0,748491064.0
7,686829236.0,720603824.0
1,195145413.0,237969419.0
0,66631040.0,95227014.0
5,531202489.0,571127304.0
3,358477660.0,402682741.0
6,575530829.0,621173356.0
8,773853252.0,792437983.0
3,308372854.0,337299746.0
7,704293413.0,747152782.0
1,126272604.0,165065423.0
6,566330786.0,605496490.0
9,834371945.0,876667205.0
9,805681081.0,850502409.0
9,804304654.0,859945933.0
9,878039997.0,911409690.0
8,794837618.0,831751840.0
4,399920148.0,436724931.0
5,463048908.0,527570777.0
1,207613994.0,237034431.0
2,263748765.0,298180901.0
0,42141495.0,94243472.0
4,427409683.0,462177625.0
5,537310243.0,577195874.0
6,556718333.0,612139456.0
9,857992209.0,928619766.0
6,529175991.0,584146209.0
5,510866977.0,553369334.0
1,194078343.0,238589288.0
0,77750858.0,121657791.0
6,562367151.0,611958561.0
5,461329062.0,504817404.0
8,705838664.0,754084711.0
5,474338485.0,528647547.0
1,171394467.0,196718333.0
0,50074849.0,63381203.0
5,541111401.0,573759285.0
1,141480950.0,191198357.0
0,55672325.0,97772137.0
0,118787902.0,140642279.0
2,198880195.0,256718262.0
7,689636029.0,707984490.0
2,234855798.0,275479422.0
6,624871491.0,663677569.0
5,526747185.0,555418558.0
5,513131236.0,560127537.0
0,83995123.0,120846664.0
4,387578596.0,438578449.0
1,138962665.0,166138026.0
5,472410763.0,529914852.0
5,479821906.0,524208610.0
7,659759151.0,721546556.0
4,424708327.0,456245607.0
0,70694271.0,112203696.0
8,743813322.0,778501571.0
5,476522469.0,526753703.0
6,560552850.0,605442678.0
5,510426636.0,555406010.0
6,584177474.0,616920067.0
9,844947121.0,881371469.0
3,292944416.0,335096615.0
8,748973089.0,791049302.0
5,479359508.0,513280182.0
1,156825111.0,203472485.0
7,657188139.0,698975427.0
4,443837120.0,477611496.0
5,531177432.0,558208484.0
8,787868691.0,830787277.0
9,840087360.0,879743157.0
8,787970494.0,822426794.0
5,495827691.0,526033525.0
9,809440865.0,856494919.0
4,398510226.0,430684240.0
0,97526991.0,115891265.0
0,100673134.0,145300747.0
9,817488351.0,859195854.0
8,725834537.0,751626468.0
3,345821583.0,381378188.0
3,331093737.0,370136386.0
5,524539515.0,560820714.0
8,788682953.0,815601588.0
3,337200311.0,385078537.0
4,416537883.0,459402308.0
1,186285361.0,224711085.0
6,613588317.0,660761907.0
5,517379579.0,558197511.0
3,352698804.0,376730060.0
7,651913613.0,700409262.0
0,91317131.0,132822712.0
2,236076036.0,261819120.0
9,817232800.0,873583210.0
6,632358215.0,659972329.0
5,524595778.0,540163886.0
1,195171351.0,231804790.0
3,382803497.0,405043259.0
4,444353820.0,472275808.0
7,692244793.0,712364129.0
1,94157104.0,159612692.0
3,308564667.0,371623836.0
9,794902621.0,843456233.0
8,771430238.0,814851370.0
5,473496873.0,533910478.0
6,590869825.0,647238827.0
3,269097507.0,327385943.0
4,390782094.0,429427758.0
6,594958096.0,658239263.0
9,847059229.0,877453687.0
3,290723024.0,333976166.0
7,624008864.0,669274877.0
4,363853271.0,417404991.0
1,109709996.0,174747912.0
5,492194600.0,545920956.0
2,276405597.0,300899039.0
7,700732936.0,737166005.0
7,686452699.0,719856926.0
3,310587855.0,334966891.0
9,778177790.0,847245241.0
5,493395995.0,529999099.0
3,333976329.0,377844416.0
0,87700210.0,114442390.0
0,33132105.0,61606641.0
9,805622882.0,843791401.0
1,166853559.0,219877931.0
3,340937711.0,365635618.0
9,802928974.0,861066019.0
6,571799058.0,612758803.0
8,734277313.0,764872755.0
9,868881639.0,908220525.0
5,481913514.0,537208469.0
5,510168522.0,563435373.0
1,111401452.0,169594895.0
6,582539011.0,612434542.0
3,288766357.0,333338569.0
1,195002550.0,232524670.0
1,183086893.0,224607528.0
4,411849221.0,444208893.0
2,210651991.0,244081193.0
3,332323187.0,357798248.0
3,327922233.0,386737628.0
2,243337399.0,301076574.0
2,255303725.0,315762648.0
3,342412306.0,371206175.0
8,744449701.0,795086080.0
3,311824643.0,345049301.0
5,512270499.0,570033172.0
5,464365863.0,513548718.0
0,44246564.0,73040240.0
7,713024529.0,746131802.0
2,228986518.0,265843352.0
4,436029393.0,458494754.0
2,257166930.0,310882757.0
0,103488720.0,140125266.0
4,385908107.0,420034449.0
3,326959847.0,374808159.0
7,703954939.0,727835730.0
8,726950611.0,780473144.0
2,257515503.0,308267574.0
4,447301046.0,485157987.0
9,859284523.0,885778302.0
9,863522469.0,914623531.0
8,763333894.0,794796994.0
7,630283623.0,671807162.0
6,609634913.0,652917514.0
1,192132138.0,228801780.0
2,217579564.0,252604799.0
4,449351886.0,486472783.0
9,837878761.0,873097830.0
1,162257959.0,207552714.0
9,864941943.0,909282161.0
3,348385552.0,395462380.0
3,343320942.0,393671986.0
9,810039401.0,854280360.0
2,201701291.0,245459191.0
7,667327795.0,719651567.0
4,443469926.0,478858115.0
4,400253482.0,451049939.0
2,265160540.0,308644781.0
6,577553148.0,604669792.0
7,647224102.0,708313153.0
9,846088620.0,895211495.0
7,675099484.0,732117755.0
8,792585324.0,823583562.0
9,823830253.0,858744642.0
8,762635673.0,793977915.0
3,349826649.0,403561513.0
0,33649562.0,62380726.0
5,528643851.0,557161020.0
8,750061908.0,818095989.0
0,92527358.0,130928089.0
1,195842677.0,229082749.0
6,597759572.0,643335868.0
4,414830082.0,464446778.0
6,591575929.0,644647931.0
8,793308918.0,827233570.0
1,192702977.0,242370200.0
6,603858492.0,650430970.0
9,827248693.0,879204264.0
4,410371870.0,456801498.0
8,742076172.0,773237460.0
7,703298999.0,722000068.0
3,285645838.0,338142763.0
2,212023222.0,243447560.0
0,35638394.0,83674138.0
2,231553524.0,278896642.0
2,247541503.0,295772322.0
1,126902921.0,172312941.0
0,73155467.0,103395303.0
3,332027738.0,342008239.0
5,525165105.0,563382522.0
6,549980152.0,585805541.0
4,373586271.0,425268588.0
6,590920869.0,633524911.0
1,174324441.0,220886421.0
1,155470151.0,208405822.0
9,797203921.0,842900038.0
1,174759800.0,212854038.0
7,696894047.0,733597508.0
9,857514140.0,886035211.0
4,455147172.0,495163087.0
3,340696372.0,381530085.0
5,492994369.0,545837435.0
5,509787833.0,531987347.0
2,229638646.0,255056562.0
2,226540271.0,249293935.0
4,406811247.0,439199281.0
7,684131323.0,715549441.0
5,492801376.0,522222317.0
6,585901992.0,628620277.0
1,173187391.0,207197321.0
2,217168032.0,254025520.0
3,292528140.0,338769053.0
1,167297833.0,221307241.0
3,325742794.0,355550566.0
2,216522818.0,259041218.0
9,856475001.0,909324429.0
4,406340060.0,433550444.0
5,464380065.0,505956408.0
6,565301127.0,612921528.0
7,659295038.0,696079801.0
9,856176140.0,896712007.0
5,472718207.0,510523205.0
3,334784311.0,387955526.0
7,668240072.0,690262832.0
1,148314675.0,184738780.0
7,682265598.0,725210868.0
0,89159334.0,121343831.0
3,350633591.0,398615656.0
9,836291181.0,868317916.0
8,747919034.0,775757091.0
2,233568863.0,250554489.0
9,817076545.0,871192310.0
4,410150028.0,440049748.0
6,568497857.0,610765348.0
7,694887518.0,722824801.0
3,304127647.0,336803606.0
2,195945418.0,254423559.0
1,178838269.0,218009357.0
3,338732837.0,372835638.0
5,487933717.0,540298385.0
9,812494070.0,846055061.0
1,161798969.0,208778467.0
0,37472162.0,74961373.0
4,356242024.0,417907287.0
8,731794570.0,781677831.0
5,455386488.0,498337615.0
7,718252318.0,733812495.0
5,476231288.0,519875028.0
9,862873785.0,923079244.0
9,855009388.0,897515326.0
1,117129731.0,163904773.0
5,552605872.0,580044827.0
9,826256640.0,869634247.0
4,441659484.0,479842551.0
0,50615691.0,97301005.0
8,764398807.0,819529265.0
2,265566500.0,307005245.0
7,659551653.0,722351351.0
3,277768671.0,336027335.0
6,546347843.0,590615587.0
6,566975821.0,615138891.0
5,478457361.0,513293890.0
6,572668160.0,621952660.0
6,557170426.0,604497523.0
9,850240864.0,881187717.0
7,656242391.0,693309307.0
6,576284143.0,604914366.0
4,371648590.0,414145879.0
3,324353696.0,373549572.0
8,785689830.0,829342573.0
0,45237348.0,91842466.0
7,647973696.0,673041493.0
6,545734270.0,598064566.0
0,84793778.0,135387529.0
9,839596894.0,885060265.0
6,608868974.0,660587619.0
5,512122785.0,572315352.0
0,73488170.0,113801820.0
6,605971627.0,651294792.0
3,361690209.0,402800468.0
3,324893746.0,377572967.0
6,565471256.0,603160782.0
8,759436258.0,806562100.0
3,321328222.0,361783555.0
2,224994907.0,262626390.0
7,637999540.0,704352036.0
7,677913005.0,730632789.0
1,170389248.0,219408395.0
2,207920554.0,253306992.0
5,516435139.0,561634404.0
6,568368154.0,611617777.0
6,579796511.0,615927682.0
2,268004323.0,307076438.0
4,403409279.0,431928645.0
1,189470336.0,232419262.0
9,849465092.0,903588745.0
0,53769796.0,81011098.0
1,137403720.0,172444751.0
7,691320788.0,737015353.0
0,50485340.0,94926891.0
3,336854846.0,377324431.0
1,110163150.0,162486676.0
4,362015049.0,418765945.0
8,727373123.0,768564974.0
1,192982881.0,226566539.0
5,472720922.0,517890451.0
6,586713355.0,635551675.0
0,29741289.0,73117737.0
2,231620481.0,273889778.0
2,199338456.0,251791166.0
3,341328180.0,391781004.0
5,497903155.0,542288130.0
3,374029220.0,409605765.0
1,141834096.0,185175672.0
4,426765338.0,467769195.0
1,172441754.0,235328936.0
8,786299379.0,825537863.0
3,337217256.0,385906916.0
2,219860000.0,260234712.0
6,526019253.0,583992800.0
5,466849243.0,500527871.0
4,386170301.0,436301776.0
8,732471342.0,779074354.0
7,683481467.0,727439045.0
4,383915456.0,423161522.0
6,555750767.0,610194432.0
6,589446882.0,615333951.0
3,287279719.0,334534379.0
7,662670896.0,721282181.0
5,489550653.0,523645428.0
2,208073287.0,244904255.0
6,553044125.0,596101030.0
5,511420281.0,559190797.0
5,491625924.0,537955776.0
2,214683900.0,269215121.0
0,104545331.0,139223482.0
3,322616592.0,369597069.0
4,391699771.0,448603836.0
0,81799499.0,140359851.0
3,358080032.0,405624057.0
6,541984724.0,596322955.0
7,627182000.0,677235335.0
3,335780692.0,381267383.0
1,130420650.0,162406439.0
6,587759560.0,633667009.0
6,568104930.0,618678207.0
4,371265870.0,416827631.0
0,48348112.0,91778823.0
9,848431476.0,861838124.0
7,640168687.0,678382188.0
8,770829121.0,814222933.0
3,356836281.0,378076455.0
4,378508635.0,430678161.0
1,189196572.0,239975817.0
4,444047780.0,472360866.0
7,647347281.0,688336797.0
8,734423574.0,760920379.0
5,469508043.0,524385067.0
2,257397889.0,273832444.0
4,441521982.0,488221937.0
5,513001386.0,577517724.0
9,829494609.0,876517292.0
9,853350501.0,890338739.0
4,429715335.0,472070233.0
1,95268364.0,164381805.0
7,664551432.0,711308150.0
4,411990468.0,460466839.0
5,526656886.0,578724431.0
9,853405551.0,899210039.0
4,394751841.0,435121444.0
0,107913246.0,151587048.0
0,15949939.0,66235550.0
7,695256084.0,727985019.0
8,741719085.0,784884008.0
7,702418906.0,727185509.0
0,80071447.0,111802090.0
3,325127165.0,368625042.0
9,806341569.0,850487652.0
4,400173993.0,421626491.0
6,612164066.0,643894906.0
8,770875382.0,805966295.0
0,109755699.0,153631129.0
8,784195360.0,815695612.0
7,659621062.0,716538826.0
5,497289927.0,540678865.0
4,401329126.0,453930271.0
7,631022670.0,671453816.0
1,118431284.0,161742542.0
0,69028264.0,101419655.0
7,633630866.0,678236680.0
3,301137643.0,334844120.0
6,582621447.0,640966844.0
3,328405031.0,377993384.0
8,745649937.0,778838853.0
8,709555560.0,753002539.0
7,694737620.0,730696276.0
9,858636374.0,885436770.0
9,821653373.0,861407761.0
1,130775460.0,162935337.0
1,171626546.0,218852495.0
0,104301921.0,152361425.0
8,725422618.0,767781815.0
8,715914632.0,755821696.0
4,416920633.0,459479219.0
1,116151351.0,158499060.0
2,259033390.0,310211655.0
1,120924195.0,159315108.0
4,420270150.0,463977222.0
1,107698003.0,162826319.0
8,743130797.0,786826084.0
3,334430967.0,359874769.0
7,625908296.0,678579991.0
4,389429435.0,435592378.0
2,254776018.0,293582090.0
4,434270269.0,480443925.0
2,252315336.0,280973015.0
8,739043836.0,800420695.0
7,705307536.0,744206327.0
3,332730622.0,399475944.0
1,163389987.0,189904085.0
8,738561398.0,785002926.0
0,56158589.0,89189027.0
1,212658888.0,240911805.0
4,444067214.0,485876323.0
7,665108908.0,718502490.0
7,653092394.0,687636603.0
5,459669252.0,523165329.0
5,452485300.0,503941780.0
0,32802902.0,90184595.0
1,127350478.0,169661630.0
0,123326045.0,153736496.0
7,676318306.0,718629485.0
3,336279466.0,388916500.0
2,230230788.0,268492503.0
9,800323906.0,848046717.0
2,240400443.0,292578150.0
6,578561276.0,627220899.0
6,538717194.0,587048110.0
5,520553058.0,559894979.0
4,411737715.0,444599304.0
5,456548084.0,513278195.0
0,36635903.0,54912093.0
1,111693612.0,160132998.0
3,336187139.0,374896954.0
7,666802717.0,719593801.0
0,88807393.0,139703358.0
7,665182877.0,705832323.0
1,166120342.0,200610398.0
3,320776755.0,368333379.0
1,202986881.0,234906280.0
9,807772818.0,842235647.0
7,647700213.0,681825773.0
7,677476663.0,703137419.0
6,567143404.0,614258958.0
0,69246291.0,111056853.0
5,504586521.0,549735937.0
2,270335131.0,292019620.0
9,873060968.0,899316786.0
9,848616052.0,866248680.0
4,408307813.0,432294613.0
4,395690727.0,425756281.0
6,610642486.0,662301491.0
6,535098982.0,586191628.0
4,430281383.0,475219065.0
1,159297918.0,197689960.0
3,302443764.0,341715787.0
3,370480782.0,408335878.0
9,870769819.0,903318154.0
5,527573954.0,577834721.0
3,339335361.0,363691329.0
2,255492048.0,301295154.0
1,201733088.0,224479189.0
4,395209925.0,446345819.0
0,57493046.0,120615531.0
2,241057530.0,275822879.0
2,219906265.0,262023530.0
2,213089484.0,246795905.0
3,294080845.0,347398088.0
7,691840411.0,734706242.0
7,662363156.0,698246220.0
2,261397072.0,317135311.0
3,324723570.0,365800872.0
3,362472692.0,410126896.0
4,391784609.0,442969659.0
7,639555368.0,682238052.0
0,114169898.0,149217917.0
1,144739294.0,178405890.0
7,684056082.0,699692473.0
8,765020451.0,807702243.0
9,849698189.0,874881867.0
2,247181125.0,289441879.0
0,89323187.0,114628178.0
2,263751117.0,320615530.0
1,159925717.0,223716478.0
8,755765785.0,797328626.0
6,576710051.0,609935126.0
3,346118520.0,390076094.0
1,153674937.0,194598754.0
5,509935809.0,546352567.0
2,291198795.0,319867122.0
6,634522649.0,654388279.0
0,86516919.0,119255745.0
1,186736598.0,232901043.0
7,665536441.0,689319115.0
7,718833907.0,744048307.0
2,276250191.0,315813164.0
0,78328653.0,138227236.0
6,552107128.0,596600581.0
1,121300377.0,173617633.0
5,532714384.0,577903999.0
0,52092391.0,113852005.0
7,666796107.0,720334990.0
7,709882237.0,743413884.0
2,212583979.0,261031794.0
9,822129463.0,868072432.0
0,65545836.0,119599444.0
9,813830452.0,880349261.0
4,439722016.0,464307303.0
7,665915919.0,702420201.0
4,441964600.0,475488515.0
5,467117948.0,506946773.0
7,709633744.0,729066700.0
9,800462139.0,850089817.0
9,812299473.0,870595013.0
9,875735428.0,922377598.0
8,729207042.0,763914550.0
7,663062836.0,702578198.0
8,783709619.0,818327407.0
8,786595002.0,829153579.0
0,95672625.0,131857474.0
2,229524114.0,287476595.0
4,455241201.0,492441957.0
5,524212971.0,560983667.0
1,164065374.0,228354761.0
2,230868540.0,263173936.0
5,521151952.0,563495349.0
0,109192748.0,155104007.0
6,551147596.0,591877595.0
8,736876868.0,754303709.0
3,289384918.0,334026284.0
2,250924236.0,289328007.0
7,647325382.0,701336883.0
6,567086440.0,614491704.0
4,420727471.0,462679168.0
0,61015283.0,95785040.0
4,425514582.0,479887337.0
9,778143401.0,840217167.0
3,289703231.0,328601391.0
5,547100957.0,574804985.0
2,284669277.0,321469853.0
4,411700122.0,455120299.0
0,37657571.0,67101329.0
8,745307651.0,792572774.0
6,565579613.0,608607094.0
5,501044814.0,542639113.0
6,533774471.0,588000158.0
5,453096191.0,498132541.0
1,122630140.0,171957264.0
6,628563929.0,661038325.0
5,463727171.0,500259914.0
5,529679419.0,573909964.0
2,262652687.0,300098947.0
1,213521283.0,234851167.0
9,865388912.0,908234692.0
4,407728537.0,420849288.0
6,559443567.0,599040113.0
8,716093601.0,755817247.0
6,547419969.0,602527657.0
5,534611050.0,574377339.0
9,833386225.0,872260047.0
4,447860780.0,485077331.0
9,849733226.0,895840228.0
5,520731384.0,551168362.0
8,737271457.0,790886697.0
5,498369495.0,542557086.0
7,698823380.0,729611820.0
0,29351849.0,64689728.0
4,431502915.0,479596319.0
6,607628330.0,655978000.0
1,134798626.0,181131148.0
8,738992653.0,784828432.0
0,91327561.0,139061521.0
8,718832585.0,769714476.0
0,61457718.0,133601042.0
3,347117981.0,392781047.0
6,543457941.0,589593750.0
1,173155300.0,223628631.0
7,649071048.0,699776311.0
1,179527762.0,225148346.0
4,387884288.0,434369433.0
5,472662426.0,540472224.0
6,599515142.0,632839096.0
6,542520894.0,589084582.0
2,271427073.0,303156959.0
1,173924301.0,199552999.0
2,276303388.0,315262108.0
3,330253246.0,391623163.0
6,589009898.0,627632056.0
2,252382069.0,281196246.0
3,380802658.0,400090706.0
4,376147065.0,417593759.0
6,628286170.0,654573673.0
8,776003480.0,812112665.0
9,852929145.0,893090277.0
1,183486211.0,227730714.0
8,775004854.0,820554400.0
1,173580581.0,210013860.0
5,494681246.0,545465890.0
9,877026241.0,923180784.0
3,328229465.0,387709870.0
0,73886932.0,122039885.0
5,502463823.0,534408838.0
6,556510024.0,591645096.0
7,649082432.0,690290063.0
6,574772357.0,626478394.0
8,724149928.0,750778311.0
5,524741136.0,560891262.0
2,222391413.0,254880925.0
5,534310825.0,576563625.0
0,103741733.0,151056302.0
0,45025363.0,97790292.0
4,449109994.0,471231609.0
5,520425118.0,574315545.0
5,550054055.0,576789643.0
2,223143777.0,263511160.0
0,83328468.0,130680375.0
6,588300952.0,626617420.0
1,179660185.0,214536493.0
1,148700539.0,194698618.0
3,324878525.0,367599830.0
8,784452408.0,820835159.0
3,319774179.0,374162859.0
1,185132241.0,215836641.0
4,442931313.0,493525960.0
3,288793951.0,343205795.0
1,132437488.0,189753967.0
8,770581370.0,829699016.0
7,658396474.0,702468370.0
5,546719576.0,571910678.0
2,209771686.0,248634274.0
1,152480132.0,190634722.0
1,189971845.0,218760134.0
9,841437064.0,893506733.0
6,577341327.0,609245425.0
5,531361413.0,553294096.0
4,442935840.0,465292815.0
3,333542299.0,393121951.0
2,191989799.0,243556949.0
7,647128301.0,686085962.0
8,745942267.0,803092800.0
1,185390666.0,227335222.0
8,715898693.0,755077680.0
0,65671414.0,110559707.0
4,423414451.0,466670186.0
9,821632807.0,853198616.0
0,111686766.0,148947225.0
3,290547528.0,327742140.0
6,567972302.0,605996086.0
4,447379860.0,493360585.0
8,777607869.0,807971402.0
4,404716147.0,448032465.0
2,246607557.0,264032011.0
2,264046423.0,285135237.0
4,433175879.0,471235580.0
6,606903071.0,648906819.0
5,502782808.0,546575308.0
7,681942453.0,713127608.0
9,828106646.0,870971639.0
7,680526472.0,724163993.0
2,232510458.0,256969458.0
0,74058364.0,134775054.0
6,623706338.0,660085148.0
1,142011333.0,189668847.0
0,56529983.0,114699597.0
2,255228158.0,308666905.0
2,296307825.0,318913862.0
9,882152607.0,936578920.0
9,836787432.0,877814057.0
3,309774656.0,365326444.0
8,770833330.0,817580527.0
8,753371259.0,792894864.0
0,61428634.0,87430912.0
0,132138270.0,156762751.0
3,300731496.0,335164539.0
1,183876592.0,212206638.0
2,199130229.0,243596688.0
9,854569998.0,915941425.0
3,341521874.0,382624458.0
3,335786433.0,377813317.0
6,568658362.0,602218910.0
5,504446770.0,540922025.0
8,771656191.0,800139183.0
4,372301351.0,413729668.0
2,200382628.0,245000270.0
0,95211461.0,127116129.0
3,342925606.0,377652845.0
2,211898887.0,247591734.0
8,753161355.0,784530519.0
6,617434475.0,646456356.0
7,662161195.0,694397098.0
5,536254832.0,558632671.0
8,711596239.0,758479400.0
3,312440250.0,344762595.0
9,850593398.0,907295885.0
8,733534242.0,765840176.0
9,883990703.0,918868795.0
1,150809169.0,184326781.0
3,318478511.0,363268965.0
6,562233509.0,610507948.0
4,437287908.0,480931154.0
8,770557641.0,806522690.0
9,842434183.0,880944089.0
8,737004263.0,754997082.0
1,182309372.0,198028844.0
4,367037380.0,411677513.0
6,582036530.0,631371011.0
8,730878360.0,763590704.0
5,456907674.0,512857544.0
4,418424453.0,457608272.0
6,595016109.0,617774884.0
1,107264133.0,161078832.0
7,660592560.0,678447801.0
5,464141589.0,506604790.0
7,683340862.0,728967688.0
9,869029078.0,915313445.0
3,349866175.0,391379279.0
0,49106568.0,95220503.0
2,216442401.0,275035971.0
8,748641594.0,787517743.0
6,631005547.0,664300951.0
6,557534239.0,584389239.0
4,442096430.0,472824874.0
0,89585217.0,149147915.0
5,516025730.0,558885369.0
3,292689172.0,327949163.0
9,827005737.0,864099610.0
2,249763660.0,282801304.0
5,517390538.0,553910487.0
3,292069827.0,337066577.0
4,425669149.0,459583906.0
4,412871299.0,466063493.0
5,443549243.0,502488297.0
5,473894964.0,504987275.0
2,217752200.0,281018268.0
0,72336045.0,136597334.0
7,657046563.0,712402776.0
1,148356660.0,191560846.0
2,254099111.0,301082587.0
5,526958212.0,557650430.0
0,38638612.0,59428646.0
9,816423387.0,856963485.0
9,816577236.0,857167517.0
6,585324247.0,624389712.0
7,687714075.0,721495775.0
1,152578074.0,210669559.0
7,631874287.0,689269969.0
2,277356923.0,321773574.0
0,72736796.0,93206372.0
1,172491298.0,202910111.0
5,541966494.0,578879347.0
0,92583857.0,137009206.0
6,595877290.0,620429106.0
2,253629216.0,267549534.0
4,422324946.0,470418019.0
7,644180675.0,701193389.0
3,329655687.0,373842884.0
4,405022331.0,450644414.0
5,461575591.0,503877754.0
2,232712008.0,270184430.0
7,705218086.0,738959495.0
2,228132090.0,279648125.0
6,577907099.0,625900302.0
0,129087528.0,151882189.0
2,226158465.0,274180647.0
5,461344635.0,517587055.0
0,95340836.0,140821693.0
0,101201498.0,120994250.0
7,665670668.0,699787275.0
4,382975027.0,429326049.0
7,671125723.0,705836297.0
4,370188047.0,416832985.0
